,author,info,booklist
161,마루야마 겐지,년 나가노 현 이에야마 시에서 태어났다 년 도쿄의 한 무역회사에 통신담당 사원으로 취직하였으나 년 회사가 부도 위기에 처하게 되자 위기 상황에서 벗어나기 위해 소설 여름의 흐름을 썼다 그것이 년이었다 이렇게 난생 처음 쓴 작품으로 그는 문학계 신인문학상을 수상했고 같은 작품으로 아쿠타가와 상을 일본문학 사상 최연소로 수상하였다년 소설 정오이다로 귀향한 청년의 고독을 그린 후 나가노 현 아즈미노로 이주했다 이후 문단과 선을 긋고 모든 문학상을 거부하며 년 가까이 집필에 매진하고 있다주요 작품으로 소설 파랑새의 밤 달에 울다 물의 가족 등을 썼고 산문집 인생 따위 엿이나 먹어라 시골은 그런 것이 아니다 나는 길들지 않는다 그렇지 않다면 석양이 이토록 아름다울 리 없다 개와 웃다 세계폭주 산 자에게 취미 있는 인생 아직 오지 않은 소설가에게 등을 썼다,파랑새의 밤/달에 울다/물의 가족/인생 따위 엿이나 먹어라/시골은 그런 것이 아니다/나는 길들지 않는다/그렇지 않다면 석양이 이토록 아름다울 리 없다/개와 웃다/세계폭주/산 자에게/취미 있는 인생/아직 오지 않은 소설가에게
162,이찬승,년 경북 풍기 출생으로 서울대학교 사범대학 수학교육과를 졸업하였다 조광무역 수출부와 삼성전자 수출부에서 근무하였고 이후 능률교육을 창립하고 초대 를 역임했다 현재는 비영리공익단체인 교육을 바꾸는 사람들 의 대표로서 새로운 공교육을 위한 청사진을 만들고 뇌기반교육을 전파하며 사회경제적으로 불리한 위치에 있는 아동들에게 꿈과 희망을 줄 수 있는 교육 프로그램을 연구 개발 보급하고 있다 이찬승은 고교시절부터 영영사전과 잡지를 들고 새벽 학원을 찾았던 영어광이었다 이러한 영어 열정 때문에 해외 출장과 바이어와 상담 등 영어 활용 기회가 많은 무역회사에서 사회 첫발을 내딛게 됐다 영어에 대한 많은 사람들의 갈증을 실감한 이찬승은 무역업에 종사하는 사람들을 위해 년 한국 최초의 영어종합 학습지인 무역영어 일간지를 창간했다 무역 상담영어와 편지작성 등 실무적인 내용과 재미있는 읽을 거리들을 담은 이 학습지도 좋은 반응을 얻었다그는 년 영어교육 출판 전문회사 능률영어사를 설립해 본격적인 영어연구를 시작하였다 이어 년대에 걸쳐 중고교생을 위한 어휘교재 능률  만 이상의 고등학생이 선택한 독해책 리딩튜터 시리즈 중학생들에게 재미있는 소재를 통해 영어를 익히게 만든 팬클럽 시리즈 등 수많은 스테디셀러를 배출하였다 저서로는 한국인이 꼭 알아야 할 필수 회화 구문 과 이찬승  이찬승 미국어  이찬승    덩어리로 외우니까 덩이라로 말해지네  능률 한영사전가 능률 고등영어 등이 있다,"교육을 바꾸는 사람들 www.21erick.org」의 대표로서 새로운 공교육을 위한 청사진을 만들고, 뇌기반교육을 전파하며, 사회경제적으로 불리한 위치에 있는 아동들에게 꿈과 희망을 줄 수 있는 교육 프로그램을 연구, 개발, 보급하고 있다. 이찬승은 고교시절부터 영영사전과 TIME잡지를 들고 새벽 학원을 찾았던 영어광이었다. 이러한 영어 열정 때문에 해외 출장과 바이어와 상담 등 영어 활용 기회가 많은 무역회사에서 사회 첫발을 내딛게 됐다. 영어에 대한 많은 사람들의 갈증을 실감한 이찬승은 무역업에 종사하는 사람들을 위해 1978년, 한국 최초의 영어종합 학습지인 '무역영어 일간지'를 창간했다. 무역 상담영어와 편지작성 등 실무적인 내용과 재미있는 읽을 거리들을 담은 이 학습지도 좋은 반응을 얻었다.

그는 1980년, 영어교육 출판 전문회사 능률영어사를 설립해 본격적인 영어연구를 시작하였다. 이어 80~90년대에 걸쳐 중고교생을 위한 어휘교재 '능률 VOCA', 600만 이상의 고등학생이 선택한 독해책 리딩튜터 시리즈, 중학생들에게 재미있는 소재를 통해 영어를 익히게 만든 팬클럽 시리즈 등 수많은 스테디셀러를 배출하였다. 저서로는 『한국인이 꼭 알아야 할 필수 회화 구문 140/이찬승 TOEIC VOCABULARY/이찬승 미국어 Hearing 『Brownㆍresㆍnavy」/이찬승 Listening KNOW-HOW 『GreenㆍresㆍBlue/덩어리로 외우니까 덩이라로 말해지네 1,2/능률 한영사전가/능률 고등영어"
163,마이클 거리언,가족 치료사 사회 철학자 임상의학자 교육자 베스트셀러인경이로운 소년들   을 비롯 여러 권의 저서를 낸 청소년 발달학과 성 다양성의 세계적 권위자다 그는 미국에서 각 가정과 학교 지역사회 청소년 협회 그리고 사법부와 언론사를 다니며 줄기차게 지도와 상담활동을 해왔고 청소년 교육에 관한 정책의 입안자로 널리 알려져 있다 부모와 교육 상담 자원봉사자들을 위해 그가 만든 청소년 교육 프로그램 테이프는빅 브러더  시스터 협회의 주관으로 미국과 캐나다 전역에 보급되고 있다 또한 그가 개최한 워크숍과 세미나는 미국과 캐나다에서 항상 수천 명의 청중을 동원하기도 했다 거리언은 유럽과 동인도 중동 등 세계 각지를 돌아다니며 연구활동을 한 덕분에 그의 저술은 동서양 세계 여러 나라의 다양한 문화적 관점을 포용하고 있다는 평가를 받고 있다년 공동설립한 거리언연구소는 성 다양성에 관한 연구를 수행하고 있으며 시스코시스템즈 보잉 브룩스 스포츠 등 기업과 워싱턴 주 환경청 미국 법무부 등을 컨설팅해 주고 있다 또 대학 최초로 성 생물학 강의를 했으며 하버드 존스 홉킨스 스탠포드  등 여러 대학의 정책수립에도 참여했다뉴욕타임스베스트셀러 저자이며  등 주요언론이 그의 활동을 주목하고 있다그는 일상생활에 과학적인 아이디어를 반영하는 일에 관심을 가지고 있으며 신경생물학과 두뇌 연구를 가정 학교 직장 공공 정책에 도입해 왔다 아동 발달에 관한 그의 저서들인 남자 아이의 경이멋진 젊은이남자 아이와 여자 아이는 다르게 배운다여자 아이의 경이등은 미국 내에서 큰 논쟁을 일으켰다 또한 그의 저서 그는 무슨 생각을 하고 있을까는 남자의 두뇌와 행동을 신경생물학적으로 이해하는 혁신적인 기준을 제공했다 그외 저서로 남자아이 심리백과남자아이의 뇌 여자아이의 뇌아들이 아니라 학교가 문제다회사 속의 남과 여 그 차이의 심리학강한 아들 만들기소년의 심리학등이 있다,"경이로운 소년들(The Wonder of Boys)/남자 아이의 경이/멋진 젊은이/남자 아이와 여자 아이는 다르게 배운다!/여자 아이의 경이/그는 무슨 생각을 하고 있을까?/남자아이 심리백과/남자아이의 뇌 여자아이의 뇌/아들이 아니라 학교가 문제다/회사 속의 남과 여, 그 차이의 심리학/강한 아들 만들기/소년의 심리학"
164,마크 피셔,세계적으로 유명한 백만장자 전 세계 수많은 기업과 독자들의 삶을 성공으로 이끄는 최고의 동기부여가이자 자기계발 전문가이다 새로운 부와 행복의 패러다임을 전하는 게으른 백만장자를 비롯해 존경받는 백만장자들의 성공비결을 특별한 이야기로 풀어낸 다양한 글쓰기로 커다란 반향을 불러일으켰다 보편적인 삶의 지혜와 함께 새로운 부의 패러다임을 전하는 그의 책은 미국 프랑스 등 여 개국에서 베스트셀러가 되었다 그는 현재 캐나다의 몬트리올에 있는 대저택에서 게으른 백만장자의 행복한 인생을 보내고 있다 저서로는 골퍼와 백만장자백만장자처럼 생각하라 스피릿 게으른 백만장자등이 있다,게으른 백만장자/골퍼와 백만장자/백만장자처럼 생각하라/스피릿/게으른 백만장자
165,미하이 칙센트미하이,시카고대학의 심리학교육학과 교수를 역임하고 클레어몬트대학 심리학과 및 피터 드러커 경영대학원 석좌교수이자 삶의 질 연구소 소장으로 재직 중이다 몰입 이론의 창시자로 유명한 그는 오랫동안 인간의 창의성과 행복에 대해 연구해온 세계적 석학이다 칙센트미하이 교수의 연구에 대한 관심과 적용은 학계는 물론 교육 및 비즈니스 등 다양한 분야에 걸쳐 나타나고 있다 주요 저서로는 몰입 몰입의 경영 창의성의 즐거움 십대의 재능은 어떻게 발달하고 어떻게 감소하는가칙센트미하이의 몰입과 진로 달리기 몰입의 즐거움 등이 있다,"몰입(flow)/몰입의 경영/창의성의 즐거움/십대의 재능은 어떻게 발달하고 어떻게 감소하는가/칙센트미하이의 몰입과 진로/달리기, 몰입의 즐거움"
166,하이럼 W. 스미스,프랭클린코비사의 부회장이다 년 프랭클린연구소를 설립하여 개인들이 가치관을 기반으로 한 시간관리와 인생관리를 통해 개인생활과 직장생활을 컨트롤할 수 있도록 하는 데 앞장서고 있다타고난 의사소통능력과 재치를 발휘하여 수많은 사람들이 소중한 가치를 접할 수 있도록 열심히 도와주고 항상 열정을 갖고 사람들과 대화하며 그들이 인생에서 성공하도록 교육하고 격려하고 있다하이럼은 성공하는 시간관리와 인생관리를 위한 가지 자연법칙 독수리의 안식처 데이플래너 고급사용자 가이드의 저자이며 시간관리를 통해 인생의 우등생 되기의 공동저자이다또 프랭클린 플래너의 개발자이다 전세계 만 명 이상의 사람들이 프랭클린 플래너와 전자솔루션을 사용하고 있으며 교육상품과 관련 자료들은 개 국어로 시판되고 있다 하이럼은 사회에 기여한 공로로 년 연방수사관협회로부터 공익부문 등 여러 곳에서 상을 받았으며 이외에도 개의 명예박사학위를 가지고 있다하이럼이 최고의 가치를 두는 일에는 사람들의 삶에 변화를 주고 가족과 함께 지내는 것과 말을 타는 것이 포함돼 있다하이럼과 아내 게일은 명의 아이를 두고 있으며 유타주 남부 고지대사막의 한 목장에서 살고 있다,성공하는 시간관리와 인생관리를 위한 10가지 자연법칙/독수리의 안식처/데이플래너 고급사용자 가이드/시간관리를 통해 인생의 우등생 되기
167,한강,년 늦은 월에 태어났다 연세대 국문과를 졸업한 뒤 년 문학과사회에 시를 발표하고 이듬해 서울신문 신춘문예에 단편소설 붉은 닻이 당선되어 작품활동을 시작했다 장편소설 검은 사슴 그대의 차가운 손 채식주의자 바람이 분다 가라 희랍어 시간 소년이 온다 소설집 여수의 사랑 내 여자의 열매 노랑무늬영원 시집 서랍에 저녁을 넣어 두었다 등이 있다 만해문학상 황순원문학상 동리문학상 이상문학상 오늘의 젊은예술가상 한국소설문학상을 수상했다한편 년 출간한 채식주의자는 올해 영미판 출간에 대한 호평 기사가 뉴욕타임스 등 여러 언론에 소개되고 년 맨부커 인터내셔널상을 수상하며 인간의 폭력성과 존엄에 질문을 던지는 한강 작품에 대한 국내외 관심이 높아지고 있다 만해문학상 수상작 소년이 온다의 해외 번역 판권도 개국에 팔리며 한국문학에 활기를 더해주고 있다,"문학과사회/검은 사슴/그대의 차가운 손/채식주의자/바람이 분다, 가라/희랍어 시간/소년이 온다/여수의 사랑/내 여자의 열매/노랑무늬영원/서랍에 저녁을 넣어 두었다/채식주의자/소년이 온다"
168,김영숙,서울대학교 사범대학 교육학과와 이화여자대학교 교육대학원 교육학과를 졸업했다       에서 연구했으며 동국대학교 대학원 교육학과에서 교육학박사학위를 받았다 안양대학교 교수로 안양대학교 교육대학원에서 특수아 상담 상담이론과 실제에 대한 강의를 했으며 현재 재단법인 삼흥학원 성음유치원을 설립하여 운영하고 있고 성음아동상담 연구소도 운영하며 수련감독전문상담사로 활동하고 있다논문 및 저서역서로는 자아 존중감에 영향 주는 가정환경의 제변인청소년 비행의 원인과 지도 방안아동 상담에 관한 고찰특수아 상담을 중심으로부모 자녀관계 놀이 치료에 관한 고찰등이 있고 저서는아동을 위한 상담이론과 방법유아 아동을 위한 정신건강부모역할과 자녀교육자아존중과 상담등이 있다,"자아 존중감에 영향 주는 가정환경의 제변인/청소년 비행의 원인과 지도 방안/아동 상담에 관한 고찰-특수아 상담을 중심으로/부모 자녀관계 놀이 치료에 관한 고찰/아동을 위한 상담이론과 방법/유아, 아동을 위한 정신건강/부모역할과 자녀교육/자아존중과 상담"
169,한석현,컴퓨터 관련 출판물을 기획 저술하는 테크니컬 라이터로 년부터 컴퓨터 기초 및 활용 분야의 글을 쓰기 시작한 이래 년이 훨씬 넘게 수많은 베스트셀러를 기록하고 있다 온라인 인증 테스트 기관인 소프트뱅크 웹 인스티튜트 사의 연구위원직을 거쳐 연세대학교 언론홍보대학원에서 신문출판을 공부했으며 현재 미국에서 출판 및 컴퓨터 관련 공부를 하고 있다초보자를 위한 컴퓨터 길라잡이초보자를 위한 네트웍 구축활용 길라잡이인터넷 길라잡이안녕하세요 한글 윈도우 길라잡이윈도우  핵심활용 길라잡이등 수많은 저서를 집필했다,초보자를 위한 컴퓨터 길라잡이/초보자를 위한 네트웍 구축+활용 길라잡이/인터넷 길라잡이/안녕하세요 한글 윈도우 길라잡이/윈도우 7 핵심+활용 길라잡이
170,김성일,년 현대문학지에 단편 소설로 등단했다 년 서울대학교 공과대학 기계공학과 졸업했다 년 제회 기독교문화상 문학부문을 수상했다 저서로는 병사와 피리 흑색시말서 백골도 땅끝에서 오다 제국과 천국 홍수 이후 다가오는 소리 땅끝의 십자가 뒷골목의 전도사 건너가게 하소서 사랑은 죽음같이 강하고간증집 사랑은 언제나 오래참고간증집 별과같이 비취리라 성경과의 만남 성경대로 살기 비느하스여 일어서라 남자와 여자로 만드시고 성경으로 여는 세계사    등이 있다,"현대문학/병사와 피리/흑색시말서/백골도/땅끝에서 오다/제국과 천국/홍수 이후/다가오는 소리/땅끝의 십자가/뒷골목의 전도사/건너가게 하소서/사랑은 죽음같이 강하고(간증집)/사랑은 언제나 오래참고(간증집)/별과같이 비취리라/성경과의 만남/성경대로 살기/비느하스여 일어서라/남자와 여자로 만드시고/성경으로 여는 세계사 1, 2, 3"
171,한영실,숙명여자대학교 식품영양학과를 졸업하고 같은 대학원에서 석사 및 박사학위를 받았으며 독일 본 대학교 식품공학과에서 박사 후 연수 과정을 이수하였다 부경대학교 식품생명과학과 교수 독일 본 대학교 식품공학연구소 객원 교수를 역임하였으며 현재 숙명여자대학교 식품영양학과 교수로 있으며 한국음식연구원 원장으로 일하고 있다또한 전통문화예술대학원 전통 식생활 문화 전공 주임 교수로 외국인을 위한 한국 전통 음식의 이해 영어 강좌를 개설하고 한국 전통 식품의 생리 활성 기능성 물질 탐색 및 개발 등 다수의 논문을 발표했다 지은 책으로 음식이 보약이다 한국음식대관 우리가 정말 알아야 할 음식 상식 백가지 칼로리 건강법 칼로리를 알면 다이어트가 즐겁다 위대한 밥상    비타민 아름다운 우리 음식 한국전통음식 등이 있다,음식이 보약이다/한국음식대관/우리가 정말 알아야 할 음식 상식 백가지/칼로리 건강법/칼로리를 알면 다이어트가 즐겁다/위대한 밥상 - KBS 2TV 비타민/아름다운 우리 음식/한국전통음식
172,한정선,이화여자대학교 교육공학과 명예교수 년 이화여자대학교 사범대학 시청각교육학과를 졸업했으며 년 미국 피츠버그대학교 교육공학과     에서 박사학위를 취득하였다 졸업 후 미국의 대학교와 연구소에서 활동하다가 년 이화여자대학교 사범대학 교육공학과의 부교수로 부임하여 년 월 정년퇴임했다 저서로 오십 분에 못다한 이야기김영사  프리젠테이션 오 프리젠테이션김영사  프리젠테이션 하나의 예술김영사  교육공학 인포맵을 통해 찾아 본 뿌리와 줄기교육과학사  엑셀런트 티칭랜덤하우스 중앙 이 있다 공저로는 수차례의 개정과 수정을 거치며 여 년간 계속 출판되고 있는 미래사회를 위한 교육방법 및 교육공학교육과학사 과 세기 교사를 위한 교육방법 및 교육공학교육과학사 이 있다 역서로 테크놀로지 열린 학습 그리고 원격교육   저 이화여자대학교출판부 이 있으며 공역으로는 교수공학 정의와 영역교육과학사 과 교육공학 정의와 논평교육과학사 이 있다 현재 저술과 교육용 앱 개발에 전념하고 있다,"오십 분에 못다한 이야기/프리젠테이션 오! 프리젠테이션/프리젠테이션, 하나의 예술/교육공학: 인포맵을 통해 찾아 본 뿌리와 줄기/엑셀런트 티칭/미래사회를 위한 교육방법 및 교육공학/21세기 교사를 위한 교육방법 및 교육공학/테크놀로지, 열린 학습 그리고 원격교육/교수공학: 정의와 영역/교육공학: 정의와 논평"
173,한호림,년 서울에서 태어나 서울 흥인초등학교 덕수중학교 덕수상업고등학교를 졸업했으며 홍익대학교 미술대학과 동 대학원에서 그래픽 디자인을 전공했다 년 캐나다로 이주한 그는 년에 국내 최고의 슈퍼 베스트셀러로 자리를 굳힌 기발한 영어 어휘책 꼬리에 꼬리를 무는 영어를 시작으로 년에는 청소년을 위한  꼬리에 꼬리를 무는 영어를 년에는 어린이를 위한  꼬리에 꼬리를 무는 영어   을 펴내면서 전국민의 사랑을 받는 작가가 되었다난 반드시 미술가가 된다 이것이 어려서부터의 확고한 꿈이었다 미술학도 시절 멋모르고 데생하던 비너스 아폴로 같은 석고상에서 그리스 신들의 생김새와 익숙해졌다 그걸 계기로 대학교 재학 중 입대한 해군에선 성경과 그리스로마 신화 딱 두 권만 파게 되었다 모교 미술 교사를 거쳐 시각디자인과 교수가 된 후 슬슬 일반에게 개방되기 시작한 해외여행을 다니면서 사진으로만 보던 숱한 그리스로마 신들을 직접 만났다 년 정말 온다간다 소리 없이 캐나다로 날아가 한국 시각디자인계에서 사라진다 그때부터 실업자 상태로 온 미국과 캐나다를 돌아다니며 그동안 궁금했던 영어와 신화 자료들을 마구 건지기 시작했다그러기를 년 디자이너가 언감생심 서양의 실제 생활에서 깨달은 영어 지식을 친구에게 이야기하고 싶다는 열망에 빠진다 그 법열 속에 쓰고 직접 그린 전대미문의 기발한 영어책 꼬리에 꼬리를 무는 영어를 들고 나와 일약 슈퍼베스트셀러에 밀리언셀러가 된 것이다 그 다음엔 희한하게도 영어와는 정반대 쪽 언어인 꼬리에 꼬리를 무는 한자를 출간 역시 그 분야의 최장기 베스트셀러를 만든다 특히 꼬리에 꼬리를 무는 영어는 일본 어학출판계의 거봉인 삼수사와 중국홍콩의 최대 출판사 삼련 대만의 신성출판사에 의해 각각 일본어판과 중국어판으로 출간되면서 그야말로 아시아를 확실하게 평정한다꼬리에 꼬리를 무는 시리즈는 그야말로 계속 꼬리를 물어 년에 걸쳐 세계 구석구석을 돌아다니며 완성한 디자이너를 위한 꼬리에 꼬리를 무는    서양문화 인사이트가 출간됐고 이어서 신앙서적 꼬리에 꼬리를 무는 은혜도 나왔다 이 첨단 글로벌 시대에 세계인과 대화로 통용되고 활용되는 신화 펄떡펄떡 뛰는 활어같이 새파랗게 살아 움직이는 신화를 낚기 위해 그리스로마 신화가 있는 곳이라면 어디든 달려갔다 그러길 도합 년 구슬이 서 말이 되어 이제는 꿰어서 보배를 만들 때가 되었기에 숱한 밤을 새우며 쓰고 그리고 사진을 정리했다 그것이 가장 최근에 나온 뉴욕에 헤르메스가 산다 두 권으로 이는 신화 채집 년 세월의 발품과 땀의 결실이다,"꼬리에 꼬리를 무는 영어/Junior 꼬리에 꼬리를 무는 영어/Children's 꼬리에 꼬리를 무는 영어 1, 2, 3/성경/그리스·로마 신화/꼬리에 꼬리를 무는 영어/꼬리에 꼬리를 무는 한자/꼬리에 꼬리를 무는 영어/꼬리에 꼬리를 무는 Sign 1, 2/서양문화 인사이트/꼬리에 꼬리를 무는 은혜/뉴욕에 헤르메스가 산다"
174,허균(許筠),조선 중기의 문신이자 문학가다 년 문과에 급제했으며 여러 벼슬을 거쳐 년에는 명나라에 가서 우리나라 최초의 천주교 신자가 되었다 정치를 하는 자들이 백성을 두려워하지 않고 핍박을 하면 언젠가는 아래로부터 혁명이 일어난다고 주장했다 또한 인재를 소중히 여기지 않고 버리는 것은 하늘을 거역하는 일이라고도 했다 그래서 당시 조선에서 서얼이라는 이유로 인재를 버리는 풍습을 못마땅히 여기며 한탄했다 년에는 인목대비 폐모론을 주장하며 대북파의 일원으로 왕의 신임을 받았다 시문에 뛰어난 재능을 보인 천재였으나 번의 파직을 겪었으며 세에는 아버지 세에는 형 세에는 누이 허난설헌 임진왜란 당시에는 처와 아들을 잃는 등 파란만장하고 불우한 생애를 보냈다 서자를 차별 대우하는 사회 제도에 반대했으며 광해군 때인 년 반란을 계획한 것이 탄로나 처형당했다 사회제도에 비판을 가하는 허균의 진면목이 드러난 작품이 홍길동전이며 한정록은 중국의 여러 책에서 은둔과 한적에 관한 내용을 모은 후 선별해 펴낸 책이다,한정록
175,허균,홍익대학교 대학원에서 미학미술사학을 전공해 문학석사 학위를 받았으며 한국학중앙연구원 책임편수연구원 우리문화연구원장 문화재청 문화재전문위원 국립문화재연구소 외부용역과제 평가자문위원 대한민국전승공예대전 심사위원  쇼 진품명품 자문위원을 역임했다 현재 한국민예미술연구소장과 한국민화학회 고문이다 한국의 정원 선비가 거닐던 세계 사찰   한국의 서원 넓고 깊은 사색의 세계를 비롯해 다수의 저서가 있다,"한국의 정원, 선비가 거닐던 세계/사찰 100美 100選/한국의 서원, 넓고 깊은 사색의 세계"
176,호원희,서울에서 태어나 대학에서 국어국문학을 전공했다 유아 월간지 재미상자 편집장을 지냈고 어린이 책을 기획 집필하는 우리누리에서 어린이와 부모를 위한 책을 쓰고 있다 저서로는 새로 쓰는 이야기 한국사 다시 쓰는 이야기 세계사 까치 까치 설날은 아리랑 아리리요 비나이다 비나이다 칭찬받는 아이로 바꿔주는 책 엄마랑 같이 하는 생활 속 알뜰 공부 이제는 알고 가자 우리 역사 오천년 흥겨운 우리 춤 신명 나는 마당놀이 등이 있다,"재미상자/새로 쓰는 이야기 한국사/다시 쓰는 이야기 세계사/까치 까치 설날은/아리랑 아리리요/비나이다, 비나이다/칭찬받는 아이로 바꿔주는 책/엄마랑 같이 하는 생활 속 알뜰 공부/이제는 알고 가자 우리 역사 오천년/흥겨운 우리 춤, 신명 나는 마당놀이"
177,홍명희,년년 일제한 민족운동의 지도자격인 인물로 동아일보 편집국장 시대일보 사장을 역임하였고 년 운동이 일어나자 괴산에서 이를 주도하였고 년 항일 민족 협동전선인신간회의 창립과 활동에 주도적인 역할을 하다가 년 민중대회사건으로 년 개월 옥고를 치렀다 이 기간을 전후하여 천민계층의 반봉건적인 인물을 주인공으로 하여 그들의 생활양식을 다룬 임꺽정을 조선일보에 여 년 동안 연재했다그는 이 단 한 편의 소설 임꺽정으로 작가로서의 지위를 획득하게 된다 조선 명종 때의 도적 임꺽정의 이야기를 허구화한 이 소설은 천민계층의 반봉건적인 인물을 주인공으로 하여 그들의 생활양식을 다룬 데 그 특징이 있다 또한 천민계급을 우상화함으로써 계급의식과 집단의식을 드러낸 작품이기도하다해방 이후 조선문학가동맹 중앙집행위원장을 역임하다가 월북하였고 북한에서 년 부총리 년 조국평화통일 위원장을 지냈으며 년 월 일 작고했다 손자 홍석중 홍석형이 있다,임꺽정/임꺽정
178,홍성대,한국에서 학창시절을 거치며 표지라도 한 번쯤은 봤을 만한 책 수학의 정석 홍성대는 정석을 쓴 수학자이다 년 첫선을 보인 정석은 현재까지 매년 만부 판매량을 돌파하는 눈의 띄지않는 밀리언 셀러이다 수학 참고서로서 이만큼의 판매량은 세계 어느나라에서도 찾아 보기 힘든 예이다 정석으로 배운 사람들은 정석으로 밖에 가르치지 못한다는 말을 남길 정도로 유명한 책이다홍성대는 익산 남성고와 서울대 수학과를 나왔다 현재 상산고등학교의 이사장으로 재임하고 있다 그는 대학 재학 시절부터 아르바이트로 개인지도와 종로학원에서 강의 이미 족집게 강사로 이름을 날렸다 년 그 유명한 수학의 정석을 선보였고 이후 중학수학의 정석 공통수학의 정석을 잇따라 출간했다 모두 권으로 늘어난 이들 시리즈는 고교수학의 바이블로 통했다 책은 매년 수정보완되며 년 단위의 교육과정 개편시에는 완전개정되고 있다그에게 수학 성적을 올리는 비결을 소개해 달라고 하자 첫째 눈으로 소설 읽듯이 풀지 말고 반드시 종이 위에 연필로 풀 것 둘째 해답을 보지 말고 나름대로 해결책을 연구할 것 셋째 복습보다 예습을 철저하게 해서 자신의 약점을 파악할 것이라는 답이 돌아왔다 수학은 응용학문이므로 기본기가 잘 닦인 학생이 문제의 본질을 꿰뚫는 해결사로 나설 수 있다는 것이다 해가 멀다하고 개정되는 교육 과정에 맞춰 정석 시리즈를 개편하는 작업에 열심이다 홍이사장이 직접 원고를 작성하고 여명이 교열을 본 원고는 나중에 현직교수들이 감수를 하게 된다 그는 꾸준히 정확하고 빠르게 문제풀이 연습을 하다보면 저절로 실력이 느는 것을 알게 될 것이라며 학문에는 왕도가 없다는 금언을 전했다,수학의 정석
179,홍윤표,만화가로 어릴 때부터 만화가의 꿈을 꾸었고 서강 대학교 화학 공학과를 졸업하고 회사를 다니다가 만화가가 되었다 그 후 프랑스에서 만화를 공부하고 년 발표작 천하무적 홍대리는 많은 이들의 사랑을 받았다 저서로 천하무적 홍대리 시리즈십시일반사이시옷이어령의 교과서 넘나들기문학이 있고 역서워드리스 북등이 있다선생님과 함께 일기 쓰기 소심한 김대리 직딩일기에 삽화를 그렸다 현재 청강문화산업대학 만화창작과 교수로 재직 중이다,천하무적 홍대리/천하무적 홍대리 시리즈/십시일반/사이시옷/이어령의 교과서 넘나들기3:문학/워드리스 북/선생님과 함께 일기 쓰기/소심한 김대리 직딩일기
